model_code,risk_factor_code,score
food_beverage_restaurants_activity_medium_model,reputation,95
food_beverage_restaurants_activity_large_model,competition,55
food_beverage_restaurants_activity_large_model,regulatory,70
food_beverage_restaurants_activity_large_model,demand,100
food_beverage_restaurants_activity_large_model,location,50
food_beverage_restaurants_activity_large_model,staff,40
food_beverage_restaurants_activity_large_model,technology,30
food_beverage_restaurants_activity_large_model,financial,45
food_beverage_restaurants_activity_large_model,reputation,90
food_beverage_cafes_activity_small_model,competition,65
food_beverage_cafes_activity_small_model,regulatory,80
food_beverage_cafes_activity_small_model,demand,100
food_beverage_cafes_activity_small_model,location,60
food_beverage_cafes_activity_small_model,staff,50
food_beverage_cafes_activity_small_model,technology,40
food_beverage_cafes_activity_small_model,financial,55
food_beverage_cafes_activity_small_model,reputation,100
food_beverage_cafes_activity_medium_model,competition,60
food_beverage_cafes_activity_medium_model,regulatory,75
food_beverage_cafes_activity_medium_model,demand,100
food_beverage_cafes_activity_medium_model,location,55
food_beverage_cafes_activity_medium_model,staff,45
food_beverage_cafes_activity_medium_model,technology,35
food_beverage_cafes_activity_medium_model,financial,50
food_beverage_cafes_activity_medium_model,reputation,95
food_beverage_cafes_activity_large_model,competition,55
food_beverage_cafes_activity_large_model,regulatory,70
food_beverage_cafes_activity_large_model,demand,100
food_beverage_cafes_activity_large_model,location,50
food_beverage_cafes_activity_large_model,staff,40
food_beverage_cafes_activity_large_model,technology,30
food_beverage_cafes_activity_large_model,financial,45
food_beverage_cafes_activity_large_model,reputation,90
food_beverage_catering_activity_small_model,competition,65
food_beverage_catering_activity_small_model,regulatory,80
food_beverage_catering_activity_small_model,demand,100
food_beverage_catering_activity_small_model,location,60
food_beverage_catering_activity_small_model,staff,50
food_beverage_catering_activity_small_model,technology,40
food_beverage_catering_activity_small_model,financial,55
food_beverage_catering_activity_small_model,reputation,100
food_beverage_catering_activity_medium_model,competition,60
food_beverage_catering_activity_medium_model,regulatory,75
food_beverage_catering_activity_medium_model,demand,100
food_beverage_catering_activity_medium_model,location,55
food_beverage_catering_activity_medium_model,staff,45
food_beverage_catering_activity_medium_model,technology,35
food_beverage_catering_activity_medium_model,financial,50
food_beverage_catering_activity_medium_model,reputation,95
food_beverage_catering_activity_large_model,competition,55
food_beverage_catering_activity_large_model,regulatory,70
food_beverage_catering_activity_large_model,demand,100
food_beverage_catering_activity_large_model,location,50
food_beverage_catering_activity_large_model,staff,40
food_beverage_catering_activity_large_model,technology,30
food_beverage_catering_activity_large_model,financial,45
food_beverage_catering_activity_large_model,reputation,90
food_beverage_fast_food_activity_small_model,competition,65
food_beverage_fast_food_activity_small_model,regulatory,80
food_beverage_fast_food_activity_small_model,demand,100
food_beverage_fast_food_activity_small_model,location,60
food_beverage_fast_food_activity_small_model,staff,50
food_beverage_fast_food_activity_small_model,technology,40
food_beverage_fast_food_activity_small_model,financial,55
food_beverage_fast_food_activity_small_model,reputation,100
food_beverage_fast_food_activity_medium_model,competition,60
food_beverage_fast_food_activity_medium_model,regulatory,75
food_beverage_fast_food_activity_medium_model,demand,100
food_beverage_fast_food_activity_medium_model,location,55
food_beverage_fast_food_activity_medium_model,staff,45
food_beverage_fast_food_activity_medium_model,technology,35
food_beverage_fast_food_activity_medium_model,financial,50
food_beverage_fast_food_activity_medium_model,reputation,95
food_beverage_fast_food_activity_large_model,competition,55
food_beverage_fast_food_activity_large_model,regulatory,70
food_beverage_fast_food_activity_large_model,demand,100
food_beverage_fast_food_activity_large_model,location,50
food_beverage_fast_food_activity_large_model,staff,40
food_beverage_fast_food_activity_large_model,technology,30
food_beverage_fast_food_activity_large_model,financial,45
food_beverage_fast_food_activity_large_model,reputation,90
security_safety_software_activity_small_model,competition,100
security_safety_software_activity_small_model,regulatory,45
security_safety_software_activity_small_model,demand,55
security_safety_software_activity_small_model,location,60
security_safety_software_activity_small_model,staff,50
security_safety_software_activity_small_model,technology,100
security_safety_software_activity_small_model,financial,100
security_safety_software_activity_small_model,reputation,45
security_safety_software_activity_medium_model,competition,100
security_safety_software_activity_medium_model,regulatory,40
security_safety_software_activity_medium_model,demand,50
security_safety_software_activity_medium_model,location,55
security_safety_software_activity_medium_model,staff,45
security_safety_software_activity_medium_model,technology,95
security_safety_software_activity_medium_model,financial,95
security_safety_software_activity_medium_model,reputation,40
security_safety_software_activity_large_model,competition,100
security_safety_software_activity_large_model,regulatory,35
security_safety_software_activity_large_model,demand,45
security_safety_software_activity_large_model,location,50
security_safety_software_activity_large_model,staff,40
security_safety_software_activity_large_model,technology,90
security_safety_software_activity_large_model,financial,90
security_safety_software_activity_large_model,reputation,35
security_safety_hardware_activity_small_model,competition,100
security_safety_hardware_activity_small_model,regulatory,45
security_safety_hardware_activity_small_model,demand,55
security_safety_hardware_activity_small_model,location,60
security_safety_hardware_activity_small_model,staff,50
security_safety_hardware_activity_small_model,technology,100
security_safety_hardware_activity_small_model,financial,100
security_safety_hardware_activity_small_model,reputation,45
security_safety_hardware_activity_medium_model,competition,100
security_safety_hardware_activity_medium_model,regulatory,40
security_safety_hardware_activity_medium_model,demand,50
security_safety_hardware_activity_medium_model,location,55
security_safety_hardware_activity_medium_model,staff,45
security_safety_hardware_activity_medium_model,technology,95
security_safety_hardware_activity_medium_model,financial,95
security_safety_hardware_activity_medium_model,reputation,40
security_safety_hardware_activity_large_model,competition,100
security_safety_hardware_activity_large_model,regulatory,35
security_safety_hardware_activity_large_model,demand,45
security_safety_hardware_activity_large_model,location,50
security_safety_hardware_activity_large_model,staff,40
security_safety_hardware_activity_large_model,technology,90
security_safety_hardware_activity_large_model,financial,90
security_safety_hardware_activity_large_model,reputation,35
security_safety_it_services_activity_small_model,competition,100
security_safety_it_services_activity_small_model,regulatory,45
security_safety_it_services_activity_small_model,demand,55
security_safety_it_services_activity_small_model,location,60
security_safety_it_services_activity_small_model,staff,50
security_safety_it_services_activity_small_model,technology,100
security_safety_it_services_activity_small_model,financial,100
security_safety_it_services_activity_small_model,reputation,45
security_safety_it_services_activity_medium_model,competition,100
security_safety_it_services_activity_medium_model,regulatory,40
security_safety_it_services_activity_medium_model,demand,50
security_safety_it_services_activity_medium_model,location,55
security_safety_it_services_activity_medium_model,staff,45
security_safety_it_services_activity_medium_model,technology,95
security_safety_it_services_activity_medium_model,financial,95
security_safety_it_services_activity_medium_model,reputation,40
security_safety_it_services_activity_large_model,competition,100
security_safety_it_services_activity_large_model,regulatory,35
security_safety_it_services_activity_large_model,demand,45
security_safety_it_services_activity_large_model,location,50
security_safety_it_services_activity_large_model,staff,40
